Standard Name,Standard Description,Standard URL,Domain,Grade,Strand,Parent Standard
CCSS.Math.Content.6.RP.A.3c," Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",http://www.corestandards.org/Math/Content/6/RP/A/3/c,Ratios & Proportional Relationships,Grade 6,Understand ratio concepts and use ratio reasoning to solve problems.,CCSS.Math.Content.6.RP.A.3
CCSS.Math.Content.6.RP.A.3d, Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,http://www.corestandards.org/Math/Content/6/RP/A/3/d,Ratios & Proportional Relationships,Grade 6,Understand ratio concepts and use ratio reasoning to solve problems.,CCSS.Math.Content.6.RP.A.3
CCSS.Math.Content.6.NS.A.1," Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. ",http://www.corestandards.org/Math/Content/6/NS/A/1,The Number System,Grade 6,Apply and extend previous understandings of multiplication and division.,
CCSS.Math.Content.6.NS.B.2, Fluently divide multi-digit numbers using the standard algorithm.,http://www.corestandards.org/Math/Content/6/NS/B/2,The Number System,Grade 6,Compute fluently with multi-digit numbers and find common factors and multiples.,
CCSS.Math.Content.6.NS.B.3," Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",http://www.corestandards.org/Math/Content/6/NS/B/3,The Number System,Grade 6,Compute fluently with multi-digit numbers and find common factors and multiples.,
CCSS.Math.Content.6.NS.B.4, Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two whole numbers with no common factor. ,http://www.corestandards.org/Math/Content/6/NS/B/4,The Number System,Grade 6,Compute fluently with multi-digit numbers and find common factors and multiples.,
CCSS.Math.Content.6.NS.C.5," Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",http://www.corestandards.org/Math/Content/6/NS/C/5,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,
CCSS.Math.Content.6.NS.C.6, Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,http://www.corestandards.org/Math/Content/6/NS/C/6,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,
CCSS.Math.Content.6.NS.C.6a," Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., –(–3) = 3, and that 0 is its own opposite.",http://www.corestandards.org/Math/Content/6/NS/C/6/a,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.6
CCSS.Math.Content.6.NS.C.6b," Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",http://www.corestandards.org/Math/Content/6/NS/C/6/b,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.6
CCSS.Math.Content.6.NS.C.6c, Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,http://www.corestandards.org/Math/Content/6/NS/C/6/c,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.6
CCSS.Math.Content.6.NS.C.7, Understand ordering and absolute value of rational numbers.,http://www.corestandards.org/Math/Content/6/NS/C/7,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,
CCSS.Math.Content.6.NS.C.7a, Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. ,http://www.corestandards.org/Math/Content/6/NS/C/7/a,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.7
CCSS.Math.Content.6.NS.C.7b," Write, interpret, and explain statements of order for rational numbers in real-world contexts. ",http://www.corestandards.org/Math/Content/6/NS/C/7/b,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.7
CCSS.Math.Content.6.NS.C.7c, Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. ,http://www.corestandards.org/Math/Content/6/NS/C/7/c,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.7
CCSS.Math.Content.6.NS.C.7d, Distinguish comparisons of absolute value from statements about order. ,http://www.corestandards.org/Math/Content/6/NS/C/7/d,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,CCSS.Math.Content.6.NS.C.7
CCSS.Math.Content.6.NS.C.8, Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,http://www.corestandards.org/Math/Content/6/NS/C/8,The Number System,Grade 6,Apply and extend previous understandings of numbers to the system of rational numbers.,
CCSS.Math.Content.6.EE.A.1, Write and evaluate numerical expressions involving whole-number exponents.,http://www.corestandards.org/Math/Content/6/EE/A/1,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,
CCSS.Math.Content.6.EE.A.2," Write, read, and evaluate expressions in which letters stand for numbers.",http://www.corestandards.org/Math/Content/6/EE/A/2,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,
CCSS.Math.Content.6.EE.A.2a, Write expressions that record operations with numbers and with letters standing for numbers. ,http://www.corestandards.org/Math/Content/6/EE/A/2/a,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,CCSS.Math.Content.6.EE.A.2
CCSS.Math.Content.6.EE.A.2b," Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. ",http://www.corestandards.org/Math/Content/6/EE/A/2/b,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,CCSS.Math.Content.6.EE.A.2
CCSS.Math.Content.6.EE.A.2c," Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole-number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations). ",http://www.corestandards.org/Math/Content/6/EE/A/2/c,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,CCSS.Math.Content.6.EE.A.2
CCSS.Math.Content.6.EE.A.3, Apply the properties of operations to generate equivalent expressions. ,http://www.corestandards.org/Math/Content/6/EE/A/3,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,
CCSS.Math.Content.6.EE.A.4," Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). ",http://www.corestandards.org/Math/Content/6/EE/A/4,Expressions & Equations,Grade 6,Apply and extend previous understandings of arithmetic to algebraic expressions.,
CCSS.Math.Content.6.EE.B.5," Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.",http://www.corestandards.org/Math/Content/6/EE/B/5,Expressions & Equations,Grade 6,Reason about and solve one-variable equations and inequalities.,
CCSS.Math.Content.6.EE.B.6," Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",http://www.corestandards.org/Math/Content/6/EE/B/6,Expressions & Equations,Grade 6,Reason about and solve one-variable equations and inequalities.,
CCSS.Math.Content.6.EE.B.7, Solve real-world and mathematical problems by writing and solving equations of the form ,http://www.corestandards.org/Math/Content/6/EE/B/7,Expressions & Equations,Grade 6,Reason about and solve one-variable equations and inequalities.,
CCSS.Math.Content.6.EE.B.8, Write an inequality of the form ,http://www.corestandards.org/Math/Content/6/EE/B/8,Expressions & Equations,Grade 6,Reason about and solve one-variable equations and inequalities.,
CCSS.Math.Content.6.EE.C.9," Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time.",http://www.corestandards.org/Math/Content/6/EE/C/9,Expressions & Equations,Grade 6,Represent and analyze quantitative relationships between dependent and independent variables.,
CCSS.Math.Content.6.G.A.1," Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",http://www.corestandards.org/Math/Content/6/G/A/1,Geometry,Grade 6,"Solve real-world and mathematical problems involving area, surface area, and volume.",
CCSS.Math.Content.6.G.A.2," Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas ",http://www.corestandards.org/Math/Content/6/G/A/2,Geometry,Grade 6,"Solve real-world and mathematical problems involving area, surface area, and volume.",
CCSS.Math.Content.6.G.A.3, Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,http://www.corestandards.org/Math/Content/6/G/A/3,Geometry,Grade 6,"Solve real-world and mathematical problems involving area, surface area, and volume.",
CCSS.Math.Content.6.G.A.4," Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",http://www.corestandards.org/Math/Content/6/G/A/4,Geometry,Grade 6,"Solve real-world and mathematical problems involving area, surface area, and volume.",
CCSS.Math.Content.6.SP.A.1, Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. ,http://www.corestandards.org/Math/Content/6/SP/A/1,Statistics & Probability,Grade 6,Develop understanding of statistical variability.,
CCSS.Math.Content.6.SP.A.2," Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",http://www.corestandards.org/Math/Content/6/SP/A/2,Statistics & Probability,Grade 6,Develop understanding of statistical variability.,
CCSS.Math.Content.6.SP.A.3," Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.",http://www.corestandards.org/Math/Content/6/SP/A/3,Statistics & Probability,Grade 6,Develop understanding of statistical variability.,
CCSS.Math.Content.6.SP.B.4," Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",http://www.corestandards.org/Math/Content/6/SP/B/4,Statistics & Probability,Grade 6,Summarize and describe distributions.,
CCSS.Math.Content.6.SP.B.5," Summarize numerical data sets in relation to their context, such as by:",http://www.corestandards.org/Math/Content/6/SP/B/5,Statistics & Probability,Grade 6,Summarize and describe distributions.,
CCSS.Math.Content.6.SP.B.5a, Reporting the number of observations.,http://www.corestandards.org/Math/Content/6/SP/B/5/a,Statistics & Probability,Grade 6,Summarize and describe distributions.,CCSS.Math.Content.6.SP.B.5
CCSS.Math.Content.6.SP.B.5b," Describing the nature of the attribute under investigation, including how it was measured and its units of measurement.",http://www.corestandards.org/Math/Content/6/SP/B/5/b,Statistics & Probability,Grade 6,Summarize and describe distributions.,CCSS.Math.Content.6.SP.B.5
CCSS.Math.Content.6.SP.B.5c," Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",http://www.corestandards.org/Math/Content/6/SP/B/5/c,Statistics & Probability,Grade 6,Summarize and describe distributions.,CCSS.Math.Content.6.SP.B.5
CCSS.Math.Content.6.SP.B.5d, Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.,http://www.corestandards.org/Math/Content/6/SP/B/5/d,Statistics & Probability,Grade 6,Summarize and describe distributions.,CCSS.Math.Content.6.SP.B.5
CCSS.Math.Content.7.RP.A.1," Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. ",http://www.corestandards.org/Math/Content/7/RP/A/1,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,
CCSS.Math.Content.7.RP.A.2, Recognize and represent proportional relationships between quantities.,http://www.corestandards.org/Math/Content/7/RP/A/2,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,
CCSS.Math.Content.7.RP.A.2a," Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin.",http://www.corestandards.org/Math/Content/7/RP/A/2/a,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,CCSS.Math.Content.7.RP.A.2
CCSS.Math.Content.7.RP.A.2b," Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships.",http://www.corestandards.org/Math/Content/7/RP/A/2/b,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,CCSS.Math.Content.7.RP.A.2
CCSS.Math.Content.7.RP.A.2c, Represent proportional relationships by equations. ,http://www.corestandards.org/Math/Content/7/RP/A/2/c,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,CCSS.Math.Content.7.RP.A.2
CCSS.Math.Content.7.RP.A.2d, Explain what a point (,http://www.corestandards.org/Math/Content/7/RP/A/2/d,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,CCSS.Math.Content.7.RP.A.2
CCSS.Math.Content.7.RP.A.3," Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",http://www.corestandards.org/Math/Content/7/RP/A/3,Ratios & Proportional Relationships,Grade 7,Analyze proportional relationships and use them to solve real-world and mathematical problems.,
CCSS.Math.Content.7.NS.A.1, Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,http://www.corestandards.org/Math/Content/7/NS/A/1,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,
CCSS.Math.Content.7.NS.A.1a, Describe situations in which opposite quantities combine to make 0. ,http://www.corestandards.org/Math/Content/7/NS/A/1/a,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.1
CCSS.Math.Content.7.NS.A.1b, Understand ,http://www.corestandards.org/Math/Content/7/NS/A/1/b,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.1
CCSS.Math.Content.7.NS.A.1c," Understand subtraction of rational numbers as adding the additive inverse, ",http://www.corestandards.org/Math/Content/7/NS/A/1/c,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.1
CCSS.Math.Content.7.NS.A.1d, Apply properties of operations as strategies to add and subtract rational numbers.,http://www.corestandards.org/Math/Content/7/NS/A/1/d,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.1
CCSS.Math.Content.7.NS.A.2, Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,http://www.corestandards.org/Math/Content/7/NS/A/2,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,
CCSS.Math.Content.7.NS.A.2a," Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (–1)(–1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts.",http://www.corestandards.org/Math/Content/7/NS/A/2/a,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.2
CCSS.Math.Content.7.NS.A.2b," Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If ",http://www.corestandards.org/Math/Content/7/NS/A/2/b,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.2
CCSS.Math.Content.7.NS.A.2c, Apply properties of operations as strategies to multiply and divide rational numbers.,http://www.corestandards.org/Math/Content/7/NS/A/2/c,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.2
CCSS.Math.Content.7.NS.A.2d, Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,http://www.corestandards.org/Math/Content/7/NS/A/2/d,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,CCSS.Math.Content.7.NS.A.2
CCSS.Math.Content.7.NS.A.3, Solve real-world and mathematical problems involving the four operations with rational numbers.,http://www.corestandards.org/Math/Content/7/NS/A/3,The Number System,Grade 7,Apply and extend previous understandings of operations with fractions.,
CCSS.Math.Content.7.EE.A.1," Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",http://www.corestandards.org/Math/Content/7/EE/A/1,Expressions & Equations,Grade 7,Use properties of operations to generate equivalent expressions.,
CCSS.Math.Content.7.EE.A.2, Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. ,http://www.corestandards.org/Math/Content/7/EE/A/2,Expressions & Equations,Grade 7,Use properties of operations to generate equivalent expressions.,
CCSS.Math.Content.7.EE.B.3," Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. ",http://www.corestandards.org/Math/Content/7/EE/B/3,Expressions & Equations,Grade 7,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,
CCSS.Math.Content.7.EE.B.4," Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",http://www.corestandards.org/Math/Content/7/EE/B/4,Expressions & Equations,Grade 7,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,
CCSS.Math.Content.7.EE.B.4a, Solve word problems leading to equations of the form ,http://www.corestandards.org/Math/Content/7/EE/B/4/a,Expressions & Equations,Grade 7,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,CCSS.Math.Content.7.EE.B.4
CCSS.Math.Content.7.EE.B.4b, Solve word problems leading to inequalities of the form ,http://www.corestandards.org/Math/Content/7/EE/B/4/b,Expressions & Equations,Grade 7,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,CCSS.Math.Content.7.EE.B.4
CCSS.Math.Content.7.G.A.1," Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",http://www.corestandards.org/Math/Content/7/G/A/1,Geometry,Grade 7,"Draw construct, and describe geometrical figures and describe the relationships between them.",
CCSS.Math.Content.7.G.A.2," Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",http://www.corestandards.org/Math/Content/7/G/A/2,Geometry,Grade 7,"Draw construct, and describe geometrical figures and describe the relationships between them.",
CCSS.Math.Content.7.G.A.3," Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",http://www.corestandards.org/Math/Content/7/G/A/3,Geometry,Grade 7,"Draw construct, and describe geometrical figures and describe the relationships between them.",
CCSS.Math.Content.7.G.B.4, Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,http://www.corestandards.org/Math/Content/7/G/B/4,Geometry,Grade 7,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",
CCSS.Math.Content.7.G.B.5," Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",http://www.corestandards.org/Math/Content/7/G/B/5,Geometry,Grade 7,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",
CCSS.Math.Content.7.G.B.6," Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",http://www.corestandards.org/Math/Content/7/G/B/6,Geometry,Grade 7,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",
CCSS.Math.Content.7.SP.A.1, Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,http://www.corestandards.org/Math/Content/7/SP/A/1,Statistics & Probability,Grade 7,Use random sampling to draw inferences about a population.,
CCSS.Math.Content.7.SP.A.2, Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. ,http://www.corestandards.org/Math/Content/7/SP/A/2,Statistics & Probability,Grade 7,Use random sampling to draw inferences about a population.,
CCSS.Math.Content.7.SP.B.3," Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. ",http://www.corestandards.org/Math/Content/7/SP/B/3,Statistics & Probability,Grade 7,Draw informal comparative inferences about two populations.,
CCSS.Math.Content.7.SP.B.4, Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. ,http://www.corestandards.org/Math/Content/7/SP/B/4,Statistics & Probability,Grade 7,Draw informal comparative inferences about two populations.,
CCSS.Math.Content.7.SP.C.5," Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",http://www.corestandards.org/Math/Content/7/SP/C/5,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",
CCSS.Math.Content.7.SP.C.6," Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. ",http://www.corestandards.org/Math/Content/7/SP/C/6,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",
CCSS.Math.Content.7.SP.C.7," Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.",http://www.corestandards.org/Math/Content/7/SP/C/7,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",
CCSS.Math.Content.7.SP.C.7a," Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. ",http://www.corestandards.org/Math/Content/7/SP/C/7/a,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",CCSS.Math.Content.7.SP.C.7
CCSS.Math.Content.7.SP.C.7b, Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. ,http://www.corestandards.org/Math/Content/7/SP/C/7/b,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",CCSS.Math.Content.7.SP.C.7
CCSS.Math.Content.7.SP.C.8," Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",http://www.corestandards.org/Math/Content/7/SP/C/8,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",
CCSS.Math.Content.7.SP.C.8a," Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",http://www.corestandards.org/Math/Content/7/SP/C/8/a,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",CCSS.Math.Content.7.SP.C.8
CCSS.Math.Content.7.SP.C.8b," Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., “rolling double sixes”), identify the outcomes in the sample space which compose the event.",http://www.corestandards.org/Math/Content/7/SP/C/8/b,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",CCSS.Math.Content.7.SP.C.8
CCSS.Math.Content.7.SP.C.8c, Design and use a simulation to generate frequencies for compound events. ,http://www.corestandards.org/Math/Content/7/SP/C/8/c,Statistics & Probability,Grade 7,"Investigate chance processes and develop, use, and evaluate probability models.",CCSS.Math.Content.7.SP.C.8
CCSS.Math.Content.8.NS.A.1," Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",http://www.corestandards.org/Math/Content/8/NS/A/1,The Number System,Grade 8,"Know that there are numbers that are not rational, and approximate them by rational numbers.",
CCSS.Math.Content.8.NS.A.2," Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., π",http://www.corestandards.org/Math/Content/8/NS/A/2,The Number System,Grade 8,"Know that there are numbers that are not rational, and approximate them by rational numbers.",
CCSS.Math.Content.8.EE.A.1," Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 3",http://www.corestandards.org/Math/Content/8/EE/A/1,Expressions & Equations,Grade 8,Expressions and Equations Work with radicals and integer exponents.,
CCSS.Math.Content.8.EE.A.2, Use square root and cube root symbols to represent solutions to equations of the form ,http://www.corestandards.org/Math/Content/8/EE/A/2,Expressions & Equations,Grade 8,Expressions and Equations Work with radicals and integer exponents.,
CCSS.Math.Content.8.EE.A.3," Use numbers expressed in the form of a single digit times a whole-number power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. ",http://www.corestandards.org/Math/Content/8/EE/A/3,Expressions & Equations,Grade 8,Expressions and Equations Work with radicals and integer exponents.,
CCSS.Math.Content.8.EE.A.4," Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology",http://www.corestandards.org/Math/Content/8/EE/A/4,Expressions & Equations,Grade 8,Expressions and Equations Work with radicals and integer exponents.,
CCSS.Math.Content.8.EE.B.5," Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed.",http://www.corestandards.org/Math/Content/8/EE/B/5,Expressions & Equations,Grade 8,"Understand the connections between proportional relationships, lines, and linear equations.",
CCSS.Math.Content.8.EE.B.6, Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation ,http://www.corestandards.org/Math/Content/8/EE/B/6,Expressions & Equations,Grade 8,"Understand the connections between proportional relationships, lines, and linear equations.",
CCSS.Math.Content.8.EE.C.7, Solve linear equations in one variable.,http://www.corestandards.org/Math/Content/8/EE/C/7,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,
CCSS.Math.Content.8.EE.C.7a," Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form ",http://www.corestandards.org/Math/Content/8/EE/C/7/a,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,CCSS.Math.Content.8.EE.C.7
CCSS.Math.Content.8.EE.C.7b," Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",http://www.corestandards.org/Math/Content/8/EE/C/7/b,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,CCSS.Math.Content.8.EE.C.7
CCSS.Math.Content.8.EE.C.8, Analyze and solve pairs of simultaneous linear equations.,http://www.corestandards.org/Math/Content/8/EE/C/8,Expressions & Equations,Grade 8,Analyze and solve linear equations and pairs of simultaneous linear equations.,
